Title,Artists,id,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,type,uri,track_href,analysis_url,duration_ms,time_signature,hot_song,cluster
Surround Sound,JID Featuring 21 Savage & Baby Tate,1udwFobQ1JoOdWPQrp2b6u,0.575,0.56,5,-7.302,1,0.478,0.173,0.0,0.257,0.471,75.956,audio_features,spotify:track:1udwFobQ1JoOdWPQrp2b6u,https://api.spotify.com/v1/tracks/1udwFobQ1JoOdWPQrp2b6u,https://api.spotify.com/v1/audio-analysis/1udwFobQ1JoOdWPQrp2b6u,229938,4,1,0
Monaco,Bad Bunny,3lakwaXamzbachjLgrUegf,0.744,0.816,8,-7.082,0,0.057,0.0938,1.26e-05,0.487,0.9,80.037,audio_features,spotify:track:3lakwaXamzbachjLgrUegf,https://api.spotify.com/v1/tracks/3lakwaXamzbachjLgrUegf,https://api.spotify.com/v1/audio-analysis/3lakwaXamzbachjLgrUegf,205409,4,1,0
Strangers,Kenya Grace,5mjYQaktjmjcMKcUIcqz4s,0.628,0.523,11,-8.307,0,0.0946,0.701,0.00274,0.219,0.416,169.982,audio_features,spotify:track:5mjYQaktjmjcMKcUIcqz4s,https://api.spotify.com/v1/tracks/5mjYQaktjmjcMKcUIcqz4s,https://api.spotify.com/v1/audio-analysis/5mjYQaktjmjcMKcUIcqz4s,172965,4,1,3
You Broke My Heart,Drake,5Se32hEA9raeboZerywxka,0.465,0.7,10,-5.163,0,0.0893,0.203,0.0,0.299,0.276,120.854,audio_features,spotify:track:5Se32hEA9raeboZerywxka,https://api.spotify.com/v1/tracks/5Se32hEA9raeboZerywxka,https://api.spotify.com/v1/audio-analysis/5Se32hEA9raeboZerywxka,230709,4,1,4
Get Him Back!,Olivia Rodrigo,2gyxAWHebV7xPYVxqoi86f,0.546,0.846,5,-5.719,1,0.181,0.0135,0.0,0.607,0.74,162.043,audio_features,spotify:track:2gyxAWHebV7xPYVxqoi86f,https://api.spotify.com/v1/tracks/2gyxAWHebV7xPYVxqoi86f,https://api.spotify.com/v1/audio-analysis/2gyxAWHebV7xPYVxqoi86f,211141,4,1,3
IDGAF,Drake Featuring Yeat,6G4q8Qb7CQP5gVtzQNK0zT,0.68,0.659,8,-8.447,1,0.237,0.0344,0.000205,0.205,0.157,136.944,audio_features,spotify:track:6G4q8Qb7CQP5gVtzQNK0zT,https://api.spotify.com/v1/tracks/6G4q8Qb7CQP5gVtzQNK0zT,https://api.spotify.com/v1/audio-analysis/6G4q8Qb7CQP5gVtzQNK0zT,260111,4,1,1
Harley Quinn,Fuerza Regida & Marshmello,6CvTEtGagmzQvkUzzyKR9k,0.815,0.741,1,-6.04,1,0.0569,0.0277,0.0183,0.219,0.591,125.031,audio_features,spotify:track:6CvTEtGagmzQvkUzzyKR9k,https://api.spotify.com/v1/tracks/6CvTEtGagmzQvkUzzyKR9k,https://api.spotify.com/v1/audio-analysis/6CvTEtGagmzQvkUzzyKR9k,143327,4,1,4
Wild Ones,Jessie Murph & Jelly Roll,2kE2HFBFkJ0VMw3igxYohz,0.65,0.689,0,-3.543,1,0.0449,0.0878,0.0,0.172,0.294,136.03,audio_features,spotify:track:2kE2HFBFkJ0VMw3igxYohz,https://api.spotify.com/v1/tracks/2kE2HFBFkJ0VMw3igxYohz,https://api.spotify.com/v1/audio-analysis/2kE2HFBFkJ0VMw3igxYohz,142520,4,1,1
Bellakeo,Peso Pluma & Anitta,05WVKTdZhlIMX4qqMLuo0f,0.72,0.88,9,-2.834,1,0.101,0.0562,0.06,0.153,0.463,180.011,audio_features,spotify:track:05WVKTdZhlIMX4qqMLuo0f,https://api.spotify.com/v1/tracks/05WVKTdZhlIMX4qqMLuo0f,https://api.spotify.com/v1/audio-analysis/05WVKTdZhlIMX4qqMLuo0f,197333,4,1,3
Truck Bed,HARDY,103u49mLoJUge83B1CnLxI,0.662,0.77,0,-4.887,1,0.0367,0.0875,0.0,0.35,0.769,132.057,audio_features,spotify:track:103u49mLoJUge83B1CnLxI,https://api.spotify.com/v1/tracks/103u49mLoJUge83B1CnLxI,https://api.spotify.com/v1/audio-analysis/103u49mLoJUge83B1CnLxI,167535,4,1,1
Save Me The Trouble,Dan + Shay,7hZTywPKMdVjJzwdWu11BK,0.444,0.629,9,-4.435,1,0.0318,0.00544,0.0,0.271,0.376,134.931,audio_features,spotify:track:7hZTywPKMdVjJzwdWu11BK,https://api.spotify.com/v1/tracks/7hZTywPKMdVjJzwdWu11BK,https://api.spotify.com/v1/audio-analysis/7hZTywPKMdVjJzwdWu11BK,200347,3,1,1
Jingle Bells,Meghan Trainor,6gmY1F2AMw2i4gO79ppBAe,0.609,0.575,1,-4.789,1,0.0387,0.723,0.0,0.176,0.662,113.958,audio_features,spotify:track:6gmY1F2AMw2i4gO79ppBAe,https://api.spotify.com/v1/tracks/6gmY1F2AMw2i4gO79ppBAe,https://api.spotify.com/v1/audio-analysis/6gmY1F2AMw2i4gO79ppBAe,173547,4,1,2
La Victima,Xavi,5XVdHRf4CAJ2Jm0uMIy5qY,0.778,0.835,11,-3.598,0,0.0767,0.152,0.0,0.109,0.666,140.082,audio_features,spotify:track:5XVdHRf4CAJ2Jm0uMIy5qY,https://api.spotify.com/v1/tracks/5XVdHRf4CAJ2Jm0uMIy5qY,https://api.spotify.com/v1/audio-analysis/5XVdHRf4CAJ2Jm0uMIy5qY,156346,4,1,1
Where The Wild Things Are,Luke Combs,0eBFgRxyVSeuT4iyrbukdn,0.708,0.731,3,-4.872,1,0.0345,0.0189,4.47e-06,0.129,0.379,116.975,audio_features,spotify:track:0eBFgRxyVSeuT4iyrbukdn,https://api.spotify.com/v1/tracks/0eBFgRxyVSeuT4iyrbukdn,https://api.spotify.com/v1/audio-analysis/0eBFgRxyVSeuT4iyrbukdn,239533,4,1,4
Qlona,Karol G & Peso Pluma,5qo0wgdoWODZj9efbNWgv0,0.632,0.359,0,-8.254,1,0.0347,0.612,0.911,0.117,0.833,80.018,audio_features,spotify:track:5qo0wgdoWODZj9efbNWgv0,https://api.spotify.com/v1/tracks/5qo0wgdoWODZj9efbNWgv0,https://api.spotify.com/v1/audio-analysis/5qo0wgdoWODZj9efbNWgv0,164789,4,1,0
You're Losing Me (From The Vault),Taylor Swift,3CWq0pAKKTWb0K4yiglDc4,0.747,0.391,0,-13.767,1,0.052,0.529,0.003,0.111,0.195,102.984,audio_features,spotify:track:3CWq0pAKKTWb0K4yiglDc4,https://api.spotify.com/v1/tracks/3CWq0pAKKTWb0K4yiglDc4,https://api.spotify.com/v1/audio-analysis/3CWq0pAKKTWb0K4yiglDc4,277832,4,1,6
500lbs,Lil Tecca,1xWkeSPhf3bZqHY7Ncz8vp,0.731,0.667,7,-7.928,0,0.0815,0.134,0.0,0.114,0.485,123.042,audio_features,spotify:track:1xWkeSPhf3bZqHY7Ncz8vp,https://api.spotify.com/v1/tracks/1xWkeSPhf3bZqHY7Ncz8vp,https://api.spotify.com/v1/audio-analysis/1xWkeSPhf3bZqHY7Ncz8vp,144390,4,1,4
The Painter,Cody Johnson,6UoKX6uLJwhsnyTp5k5StP,0.512,0.709,2,-5.766,1,0.0329,0.0415,4.25e-06,0.107,0.261,97.981,audio_features,spotify:track:6UoKX6uLJwhsnyTp5k5StP,https://api.spotify.com/v1/tracks/6UoKX6uLJwhsnyTp5k5StP,https://api.spotify.com/v1/audio-analysis/6UoKX6uLJwhsnyTp5k5StP,211413,4,1,6
Never Lose Me,Flo Milli,6uTPdRrEDeH8Fyg5L5qmeU,0.781,0.567,1,-7.857,1,0.0969,0.0504,0.0,0.0981,0.0743,121.964,audio_features,spotify:track:6uTPdRrEDeH8Fyg5L5qmeU,https://api.spotify.com/v1/tracks/6uTPdRrEDeH8Fyg5L5qmeU,https://api.spotify.com/v1/audio-analysis/6uTPdRrEDeH8Fyg5L5qmeU,125902,4,1,4
Burn It Down,Parker McCollum,09hVlIVHtEE1nLUv6YGZiW,0.461,0.718,2,-5.627,1,0.0666,0.139,1.66e-05,0.0968,0.334,162.187,audio_features,spotify:track:09hVlIVHtEE1nLUv6YGZiW,https://api.spotify.com/v1/tracks/09hVlIVHtEE1nLUv6YGZiW,https://api.spotify.com/v1/audio-analysis/09hVlIVHtEE1nLUv6YGZiW,233869,4,1,3
Winter Wonderland,Chloe,0u1Sp4e3Phbbg9U215CMBe,0.0746,0.042,2,-25.752,1,0.0408,0.925,0.615,0.0484,0.0347,77.81,audio_features,spotify:track:0u1Sp4e3Phbbg9U215CMBe,https://api.spotify.com/v1/tracks/0u1Sp4e3Phbbg9U215CMBe,https://api.spotify.com/v1/audio-analysis/0u1Sp4e3Phbbg9U215CMBe,1037907,4,1,0
Segun Quien,Maluma & Carin Leon,6fNCrsrdIcgVd2aZZ0nnz4,0.909,0.762,9,-3.974,1,0.0643,0.434,0.0,0.0856,0.843,101.987,audio_features,spotify:track:6fNCrsrdIcgVd2aZZ0nnz4,https://api.spotify.com/v1/tracks/6fNCrsrdIcgVd2aZZ0nnz4,https://api.spotify.com/v1/audio-analysis/6fNCrsrdIcgVd2aZZ0nnz4,142335,3,1,6
Needle,Nicki Minaj Featuring Drake,0I89140kBBWb1e1JeA06sb,0.803,0.589,7,-7.366,1,0.117,0.298,0.000857,0.137,0.34,109.993,audio_features,spotify:track:0I89140kBBWb1e1JeA06sb,https://api.spotify.com/v1/tracks/0I89140kBBWb1e1JeA06sb,https://api.spotify.com/v1/audio-analysis/0I89140kBBWb1e1JeA06sb,235689,4,1,2
DJ Play A Christmas Song,Cher,2ljUUoqlnRUGGa7bmpvevC,0.533,0.76,11,-7.256,0,0.121,0.157,0.0,0.614,0.466,133.916,audio_features,spotify:track:2ljUUoqlnRUGGa7bmpvevC,https://api.spotify.com/v1/tracks/2ljUUoqlnRUGGa7bmpvevC,https://api.spotify.com/v1/audio-analysis/2ljUUoqlnRUGGa7bmpvevC,209107,4,1,1
Mind On You,George Birge,7rr3gguU3TcVnLZD9VzASE,0.576,0.815,10,-3.999,0,0.0267,0.142,0.0,0.267,0.56,130.032,audio_features,spotify:track:7rr3gguU3TcVnLZD9VzASE,https://api.spotify.com/v1/tracks/7rr3gguU3TcVnLZD9VzASE,https://api.spotify.com/v1/audio-analysis/7rr3gguU3TcVnLZD9VzASE,177920,4,1,4
Lace It,"Juice WRLD, Eminem & benny blanco",4qmG24ebshLXtKu9HIShBP,0.773,0.597,2,-7.138,1,0.309,0.194,0.0,0.22,0.305,160.101,audio_features,spotify:track:4qmG24ebshLXtKu9HIShBP,https://api.spotify.com/v1/tracks/4qmG24ebshLXtKu9HIShBP,https://api.spotify.com/v1/audio-analysis/4qmG24ebshLXtKu9HIShBP,217527,4,1,3
Hey Driver,Zach Bryan Featuring The War And Treaty,2Dct3GykKZ58hpWRFfe2Qd,0.68,0.246,4,-14.112,1,0.058,0.783,0.0,0.106,0.388,110.23,audio_features,spotify:track:2Dct3GykKZ58hpWRFfe2Qd,https://api.spotify.com/v1/tracks/2Dct3GykKZ58hpWRFfe2Qd,https://api.spotify.com/v1/audio-analysis/2Dct3GykKZ58hpWRFfe2Qd,171693,4,1,2
Feather,Sabrina Carpenter,2Zo1PcszsT9WQ0ANntJbID,0.787,0.686,6,-4.37,0,0.0339,0.0893,0.0,0.0927,0.836,123.51,audio_features,spotify:track:2Zo1PcszsT9WQ0ANntJbID,https://api.spotify.com/v1/tracks/2Zo1PcszsT9WQ0ANntJbID,https://api.spotify.com/v1/audio-analysis/2Zo1PcszsT9WQ0ANntJbID,185553,4,1,4
Can't Catch Me Now,Olivia Rodrigo,56xHMIfQPoe0prrSi3BGhf,0.521,0.366,11,-7.698,0,0.034,0.838,4.11e-06,0.12,0.225,141.965,audio_features,spotify:track:56xHMIfQPoe0prrSi3BGhf,https://api.spotify.com/v1/tracks/56xHMIfQPoe0prrSi3BGhf,https://api.spotify.com/v1/audio-analysis/56xHMIfQPoe0prrSi3BGhf,205484,4,1,1
El Amor de Su Vida,Grupo Frontera & Grupo Firme,0O3U5iwTbiXCREMkvotJuN,0.616,0.834,9,-3.069,1,0.0664,0.06,0.0,0.338,0.746,151.701,audio_features,spotify:track:0O3U5iwTbiXCREMkvotJuN,https://api.spotify.com/v1/tracks/0O3U5iwTbiXCREMkvotJuN,https://api.spotify.com/v1/audio-analysis/0O3U5iwTbiXCREMkvotJuN,165848,4,1,5
Standing Next To You,Jung Kook,2KslE17cAJNHTsI2MI0jb2,0.711,0.809,2,-4.389,0,0.0955,0.0447,0.0,0.339,0.816,106.017,audio_features,spotify:track:2KslE17cAJNHTsI2MI0jb2,https://api.spotify.com/v1/tracks/2KslE17cAJNHTsI2MI0jb2,https://api.spotify.com/v1/audio-analysis/2KslE17cAJNHTsI2MI0jb2,206020,4,1,2
Man Made A Bar,Morgan Wallen Featuring Eric Church,73zawW1ttszLRgT9By826D,0.498,0.764,4,-5.006,1,0.0309,0.123,3.07e-05,0.119,0.489,147.984,audio_features,spotify:track:73zawW1ttszLRgT9By826D,https://api.spotify.com/v1/tracks/73zawW1ttszLRgT9By826D,https://api.spotify.com/v1/audio-analysis/73zawW1ttszLRgT9By826D,191231,4,1,5
Que Onda,Calle 24 x Chino Pacas x Fuerza Regida,2Sy3dDqPwjnTO3PnommJPe,0.844,0.637,10,-6.072,0,0.0325,0.22,0.0,0.0459,0.96,125.012,audio_features,spotify:track:2Sy3dDqPwjnTO3PnommJPe,https://api.spotify.com/v1/tracks/2Sy3dDqPwjnTO3PnommJPe,https://api.spotify.com/v1/audio-analysis/2Sy3dDqPwjnTO3PnommJPe,189426,3,1,4
Great Gatsby,Rod Wave,4M68xjcc42oxyphhzpOWXS,0.67,0.555,1,-9.12,0,0.0908,0.0382,6.36e-06,0.414,0.16,156.937,audio_features,spotify:track:4M68xjcc42oxyphhzpOWXS,https://api.spotify.com/v1/tracks/4M68xjcc42oxyphhzpOWXS,https://api.spotify.com/v1/audio-analysis/4M68xjcc42oxyphhzpOWXS,146808,4,1,5
Post Malone,Sam Feldt ,36orMWv2PgvnzXsd5CJ0yL,0.59,0.642,7,-3.87,1,0.122,0.0771,0.0,0.105,0.651,107.356,audio_features,spotify:track:36orMWv2PgvnzXsd5CJ0yL,https://api.spotify.com/v1/tracks/36orMWv2PgvnzXsd5CJ0yL,https://api.spotify.com/v1/audio-analysis/36orMWv2PgvnzXsd5CJ0yL,174444,4,0,2
100 Racks (Offset feat. Playboi Carti),Quality Control ,4T2dHb8XBYHlVj7Dyo1cW9,0.939,0.632,1,-2.978,1,0.137,0.0606,0.00136,0.101,0.364,133.979,audio_features,spotify:track:4T2dHb8XBYHlVj7Dyo1cW9,https://api.spotify.com/v1/tracks/4T2dHb8XBYHlVj7Dyo1cW9,https://api.spotify.com/v1/audio-analysis/4T2dHb8XBYHlVj7Dyo1cW9,157645,4,0,1
God's Plan,Drake ,6DCZcSspjsKoFjzjrWoCdn,0.754,0.449,7,-9.211,1,0.109,0.0332,8.29e-05,0.552,0.357,77.169,audio_features,spotify:track:6DCZcSspjsKoFjzjrWoCdn,https://api.spotify.com/v1/tracks/6DCZcSspjsKoFjzjrWoCdn,https://api.spotify.com/v1/audio-analysis/6DCZcSspjsKoFjzjrWoCdn,198973,4,0,0
May I Have This Dance (Remix),Francis and the Lights ,0VaIsQoIQY10uxBrOyZ5cQ,0.784,0.435,8,-9.197,1,0.0647,0.464,5.27e-06,0.0913,0.865,90.033,audio_features,spotify:track:0VaIsQoIQY10uxBrOyZ5cQ,https://api.spotify.com/v1/tracks/0VaIsQoIQY10uxBrOyZ5cQ,https://api.spotify.com/v1/audio-analysis/0VaIsQoIQY10uxBrOyZ5cQ,195356,4,0,6
Trapped In The Sun,Future ,6QeUzTuBoasiii8nevDciq,0.701,0.546,6,-5.918,0,0.133,0.435,0.0,0.188,0.118,151.9,audio_features,spotify:track:6QeUzTuBoasiii8nevDciq,https://api.spotify.com/v1/tracks/6QeUzTuBoasiii8nevDciq,https://api.spotify.com/v1/audio-analysis/6QeUzTuBoasiii8nevDciq,201980,4,0,5
Intention,Kiiara ,6FhQ6UH6m0mlXRLFiyehFR,0.571,0.658,9,-7.061,0,0.0559,0.127,0.000223,0.76,0.505,90.074,audio_features,spotify:track:6FhQ6UH6m0mlXRLFiyehFR,https://api.spotify.com/v1/tracks/6FhQ6UH6m0mlXRLFiyehFR,https://api.spotify.com/v1/audio-analysis/6FhQ6UH6m0mlXRLFiyehFR,229667,4,0,6
Winter Wonderland / Don't Worry Be Happy,Pentatonix ,2kPpxNSgXRvu5yqkRLKJIu,0.61,0.397,6,-8.506,1,0.0504,0.28,0.0,0.0833,0.718,129.761,audio_features,spotify:track:2kPpxNSgXRvu5yqkRLKJIu,https://api.spotify.com/v1/tracks/2kPpxNSgXRvu5yqkRLKJIu,https://api.spotify.com/v1/audio-analysis/2kPpxNSgXRvu5yqkRLKJIu,207853,4,0,4
I Can't Breathe,H.E.R. ,4CPszpSnlbgnQLIQYyzIR2,0.703,0.705,1,-6.676,0,0.34,0.135,1.97e-06,0.0611,0.601,138.227,audio_features,spotify:track:4CPszpSnlbgnQLIQYyzIR2,https://api.spotify.com/v1/tracks/4CPszpSnlbgnQLIQYyzIR2,https://api.spotify.com/v1/audio-analysis/4CPszpSnlbgnQLIQYyzIR2,287322,4,0,1
Look Who’s Inside Again,Bo Burnham ,0lZZ8pibk6Zu3M9hTthk1a,0.643,0.331,2,-9.235,1,0.0387,0.761,0.0,0.373,0.648,160.006,audio_features,spotify:track:0lZZ8pibk6Zu3M9hTthk1a,https://api.spotify.com/v1/tracks/0lZZ8pibk6Zu3M9hTthk1a,https://api.spotify.com/v1/audio-analysis/0lZZ8pibk6Zu3M9hTthk1a,83422,3,0,3
BLOOD.,Kendrick Lamar ,1n4jwRVXdkK2U34nBDUKKT,0.357,0.238,8,-16.78,0,0.265,0.142,0.0859,0.55,0.494,156.907,audio_features,spotify:track:1n4jwRVXdkK2U34nBDUKKT,https://api.spotify.com/v1/tracks/1n4jwRVXdkK2U34nBDUKKT,https://api.spotify.com/v1/audio-analysis/1n4jwRVXdkK2U34nBDUKKT,118067,4,0,3
Permanent Vacation,5 Seconds of Summer ,691NxyycrqSWH5vZ19Jzm2,0.548,0.938,8,-4.073,1,0.0535,0.00243,0.0,0.353,0.744,155.038,audio_features,spotify:track:691NxyycrqSWH5vZ19Jzm2,https://api.spotify.com/v1/tracks/691NxyycrqSWH5vZ19Jzm2,https://api.spotify.com/v1/audio-analysis/691NxyycrqSWH5vZ19Jzm2,205915,4,0,5
Lost Me,Giveon ,6TSO4hwz9WGrEUY7ABGVim,0.428,0.443,2,-8.955,0,0.101,0.525,1.76e-05,0.219,0.2,87.934,audio_features,spotify:track:6TSO4hwz9WGrEUY7ABGVim,https://api.spotify.com/v1/tracks/6TSO4hwz9WGrEUY7ABGVim,https://api.spotify.com/v1/audio-analysis/6TSO4hwz9WGrEUY7ABGVim,180954,4,0,6
Make Me Feel,Joey Bada$$ ,0iN3vsrlFuwsRcY63u6aZw,0.645,0.874,0,-5.565,0,0.254,0.0339,0.0,0.14,0.605,91.922,audio_features,spotify:track:0iN3vsrlFuwsRcY63u6aZw,https://api.spotify.com/v1/tracks/0iN3vsrlFuwsRcY63u6aZw,https://api.spotify.com/v1/audio-analysis/0iN3vsrlFuwsRcY63u6aZw,177507,4,0,6
Don't Don't Do It!,N.E.R.D ,2svutFGaCycRmYc1mWbfQh,0.799,0.871,2,-5.784,1,0.138,0.12,0.0,0.0688,0.811,77.013,audio_features,spotify:track:2svutFGaCycRmYc1mWbfQh,https://api.spotify.com/v1/tracks/2svutFGaCycRmYc1mWbfQh,https://api.spotify.com/v1/audio-analysis/2svutFGaCycRmYc1mWbfQh,257707,4,0,0
Still Learning,Halsey ,2Mfv5HaqnI18Q9JRv9hqnn,0.708,0.661,0,-6.543,0,0.0546,0.0396,0.000244,0.113,0.317,102.046,audio_features,spotify:track:2Mfv5HaqnI18Q9JRv9hqnn,https://api.spotify.com/v1/tracks/2Mfv5HaqnI18Q9JRv9hqnn,https://api.spotify.com/v1/audio-analysis/2Mfv5HaqnI18Q9JRv9hqnn,211784,4,0,6
Get Outta My Head (ft. XXXTentacion),Lil Wayne ,3Fr6yG5mUHUBqmZ1iDbk7C,0.547,0.544,5,-8.033,0,0.508,0.2,0.0,0.129,0.491,101.913,audio_features,spotify:track:3Fr6yG5mUHUBqmZ1iDbk7C,https://api.spotify.com/v1/tracks/3Fr6yG5mUHUBqmZ1iDbk7C,https://api.spotify.com/v1/audio-analysis/3Fr6yG5mUHUBqmZ1iDbk7C,178480,3,0,6
Superstition  Single Version,Stevie Wonder ,1h2xVEoJORqrg71HocgqXd,0.633,0.634,8,-12.115,1,0.0725,0.038,0.0064,0.0385,0.872,100.499,audio_features,spotify:track:1h2xVEoJORqrg71HocgqXd,https://api.spotify.com/v1/tracks/1h2xVEoJORqrg71HocgqXd,https://api.spotify.com/v1/audio-analysis/1h2xVEoJORqrg71HocgqXd,245493,4,0,6
Level of Concern,Twenty One Pilots ,6xZ4Q2k2ompmDppyeESIY8,0.754,0.583,4,-7.34,0,0.0432,0.32,0.00015,0.144,0.77,122.012,audio_features,spotify:track:6xZ4Q2k2ompmDppyeESIY8,https://api.spotify.com/v1/tracks/6xZ4Q2k2ompmDppyeESIY8,https://api.spotify.com/v1/audio-analysis/6xZ4Q2k2ompmDppyeESIY8,220051,4,0,4
Dark Sky (Skyscrapers),Big Sean ,6ltwanTt7xjvZ3rPayPppS,0.694,0.748,8,-6.102,1,0.265,0.515,0.0,0.251,0.662,142.191,audio_features,spotify:track:6ltwanTt7xjvZ3rPayPppS,https://api.spotify.com/v1/tracks/6ltwanTt7xjvZ3rPayPppS,https://api.spotify.com/v1/audio-analysis/6ltwanTt7xjvZ3rPayPppS,178373,4,0,1
Carol of the Bells a.k.a Opera of the Bells,Destiny's Child ,3dlQvwebW9lJQy5mYy1T5Y,0.621,0.204,7,-8.965,1,0.0346,0.873,0.0,0.107,0.225,92.839,audio_features,spotify:track:3dlQvwebW9lJQy5mYy1T5Y,https://api.spotify.com/v1/tracks/3dlQvwebW9lJQy5mYy1T5Y,https://api.spotify.com/v1/audio-analysis/3dlQvwebW9lJQy5mYy1T5Y,274973,3,0,6
Get You,Daniel Caesar ,7zFXmv6vqI4qOt4yGf3jYZ,0.658,0.294,4,-8.533,0,0.0321,0.422,5.2e-05,0.0749,0.358,74.038,audio_features,spotify:track:7zFXmv6vqI4qOt4yGf3jYZ,https://api.spotify.com/v1/tracks/7zFXmv6vqI4qOt4yGf3jYZ,https://api.spotify.com/v1/audio-analysis/7zFXmv6vqI4qOt4yGf3jYZ,278180,4,0,0
Put Your Records On,Ritt Momney ,6AGOKlMZWLCaEJGnaROtF9,0.399,0.491,6,-10.778,0,0.0538,0.0563,0.00089,0.11,0.151,91.066,audio_features,spotify:track:6AGOKlMZWLCaEJGnaROtF9,https://api.spotify.com/v1/tracks/6AGOKlMZWLCaEJGnaROtF9,https://api.spotify.com/v1/audio-analysis/6AGOKlMZWLCaEJGnaROtF9,210463,4,0,6
A.M.,One Direction ,5omYVLodGmaxnhua99xIE8,0.586,0.527,3,-4.905,1,0.0309,0.227,0.0,0.0963,0.506,141.839,audio_features,spotify:track:5omYVLodGmaxnhua99xIE8,https://api.spotify.com/v1/tracks/5omYVLodGmaxnhua99xIE8,https://api.spotify.com/v1/audio-analysis/5omYVLodGmaxnhua99xIE8,209040,4,0,1
Attention,ScHoolboy Q ,1yYnT37zbmhaH6q3dVud0w,0.739,0.798,11,-7.971,1,0.414,0.154,0.0096,0.126,0.668,154.148,audio_features,spotify:track:1yYnT37zbmhaH6q3dVud0w,https://api.spotify.com/v1/tracks/1yYnT37zbmhaH6q3dVud0w,https://api.spotify.com/v1/audio-analysis/1yYnT37zbmhaH6q3dVud0w,201040,4,0,5
All 4 Nothing (I'm So In Love),Lauv ,7I5WT7DtpwSAhEeDLpZEfm,0.72,0.819,1,-4.588,1,0.0362,0.0411,0.0,0.0606,0.898,131.99,audio_features,spotify:track:7I5WT7DtpwSAhEeDLpZEfm,https://api.spotify.com/v1/tracks/7I5WT7DtpwSAhEeDLpZEfm,https://api.spotify.com/v1/audio-analysis/7I5WT7DtpwSAhEeDLpZEfm,183014,4,0,1
All Dogs Go To Heaven,$uicideboy$ ,1DoBPOlB884EHiftB46QGx,0.884,0.903,6,-3.672,0,0.2,0.274,0.00037,0.302,0.839,75.022,audio_features,spotify:track:1DoBPOlB884EHiftB46QGx,https://api.spotify.com/v1/tracks/1DoBPOlB884EHiftB46QGx,https://api.spotify.com/v1/audio-analysis/1DoBPOlB884EHiftB46QGx,153652,4,0,0
Adeste Fideles,Bing Crosby ,04DYwFIKeq2Bkn9aqSI9PC,0.206,0.253,4,-12.639,1,0.033,0.981,0.00418,0.295,0.432,165.234,audio_features,spotify:track:04DYwFIKeq2Bkn9aqSI9PC,https://api.spotify.com/v1/tracks/04DYwFIKeq2Bkn9aqSI9PC,https://api.spotify.com/v1/audio-analysis/04DYwFIKeq2Bkn9aqSI9PC,190440,5,0,3
Higher,Carly Rae Jepsen ,3MXDEDLmQPSQvoyJIYbIp3,0.647,0.874,1,-4.565,0,0.0575,0.00905,0.000276,0.373,0.444,113.973,audio_features,spotify:track:3MXDEDLmQPSQvoyJIYbIp3,https://api.spotify.com/v1/tracks/3MXDEDLmQPSQvoyJIYbIp3,https://api.spotify.com/v1/audio-analysis/3MXDEDLmQPSQvoyJIYbIp3,234413,4,0,2
Trivia 轉 : Seesaw,BTS ,0mZI1NpihIVcho2f9MmqSW,0.707,0.791,5,-4.483,0,0.035,0.179,0.0,0.102,0.674,106.985,audio_features,spotify:track:0mZI1NpihIVcho2f9MmqSW,https://api.spotify.com/v1/tracks/0mZI1NpihIVcho2f9MmqSW,https://api.spotify.com/v1/audio-analysis/0mZI1NpihIVcho2f9MmqSW,246334,4,0,2
Rewrite The Stars,James Arthur ,6mQLN3zRtAp6ovjusyYKrV,0.67,0.743,10,-4.993,1,0.0393,0.237,0.0,0.465,0.571,125.944,audio_features,spotify:track:6mQLN3zRtAp6ovjusyYKrV,https://api.spotify.com/v1/tracks/6mQLN3zRtAp6ovjusyYKrV,https://api.spotify.com/v1/audio-analysis/6mQLN3zRtAp6ovjusyYKrV,218293,4,0,4
Missing U,Robyn ,5mE2RcGPPbE4gNoLB6FYPf,0.702,0.666,5,-8.307,0,0.0463,0.0472,0.000119,0.139,0.109,119.93,audio_features,spotify:track:5mE2RcGPPbE4gNoLB6FYPf,https://api.spotify.com/v1/tracks/5mE2RcGPPbE4gNoLB6FYPf,https://api.spotify.com/v1/audio-analysis/5mE2RcGPPbE4gNoLB6FYPf,297268,4,0,4
I Bet You Think About Me,Taylor Swift ,4CkgMiMqZ5JzW9iYXSTMTL,0.391,0.715,0,-4.516,1,0.0495,0.167,0.0,0.183,0.473,149.654,audio_features,spotify:track:4CkgMiMqZ5JzW9iYXSTMTL,https://api.spotify.com/v1/tracks/4CkgMiMqZ5JzW9iYXSTMTL,https://api.spotify.com/v1/audio-analysis/4CkgMiMqZ5JzW9iYXSTMTL,285107,3,0,5
Break Or Make Me,YoungBoy Never Broke Again ,7CK0O8SL6liw5eoHCRAcJf,0.723,0.549,5,-6.743,1,0.0641,0.658,0.0,0.0886,0.526,149.991,audio_features,spotify:track:7CK0O8SL6liw5eoHCRAcJf,https://api.spotify.com/v1/tracks/7CK0O8SL6liw5eoHCRAcJf,https://api.spotify.com/v1/audio-analysis/7CK0O8SL6liw5eoHCRAcJf,192000,4,0,5
